,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST
security,F11903M Index,I00103M Index,I00703M Index,I01103M Index,I01303M Index,I01803M Index,I02103M Index,I02203M Index,I02503M Index,I04903M Index,I07803M Index,I11203M Index,I16503M Index,I17303M Index,I21703M Index,I25103M Index,I26903M Index,I35103M Index
date,,,,,,,,,,,,,,,,,,
2006-03-27,3.783,5.477,3.815,2.738,2.72,0.078,1.97,4.515,4.64,7.169,2.57,1.98,6.22,4.35,,7.485,4.244,5.263
2006-03-28,3.845,5.522,3.916,2.738,2.757,0.082,1.97,4.521,4.647,7.169,2.59,1.98,6.22,4.364,,7.485,4.362,5.2185
2006-03-29,3.898,5.514,3.931,2.749,2.75,0.086,1.985,4.52,4.625,7.014,2.57,1.99,6.31,4.289,,7.485,4.382,5.238
2006-03-30,3.9,5.509,3.88,2.749,2.744,0.09,2.0,4.532,4.615,7.179,2.57,2.0,6.29,4.285,,7.485,4.372,5.2253
2006-03-31,3.872,5.486,3.879,2.749,2.715,0.093,2.01,4.542,4.616,7.19,2.61,1.99,6.271,4.32,,7.485,4.372,5.2288
2006-04-03,3.876,5.517,3.929,2.749,2.71,0.098,2.035,4.54,4.652,7.2,2.6,1.99,6.271,4.312,,7.485,4.377,5.223
2006-04-04,3.927,5.542,3.97,2.749,2.741,0.1,2.035,4.525,4.667,7.2,2.69,1.99,6.181,4.328,,7.485,4.377,5.177
2006-04-05,3.939,5.576,3.957,2.749,2.754,0.069,2.04,4.506,4.677,7.2,2.65,1.99,6.221,4.329,,7.485,4.408,5.1638
2006-04-06,3.905,5.674,3.971,2.749,2.663,0.076,2.03,4.552,4.677,7.179,2.65,2.0,6.251,4.322,,7.485,4.443,5.1671
2006-04-07,3.912,5.675,3.989,2.719,2.672,0.077,2.01,4.448,4.688,7.19,2.65,2.0,6.221,4.3,,7.537,4.372,5.1704
2006-04-10,3.938,5.677,3.966,2.719,2.666,0.058,2.015,4.56,4.693,7.179,2.66,2.0,6.22,4.31,,7.537,4.408,5.2315
2006-04-11,3.925,5.697,3.972,2.719,2.656,0.06,2.06,4.546,4.699,7.169,2.66,1.99,6.181,4.312,,7.537,4.377,5.1671
2006-04-12,3.916,5.741,3.983,2.729,2.673,0.063,2.07,4.549,4.708,7.18,2.66,1.99,6.151,4.314,,7.537,4.385,5.2047
2006-04-13,3.946,5.746,3.971,2.729,2.702,0.048,2.085,4.585,4.696,7.19,2.66,1.99,6.181,4.335,,7.537,4.367,5.1911
2006-04-14,3.95,5.746,3.964,2.729,2.704,0.049,2.085,4.585,4.699,7.19,2.66,1.99,6.181,4.372,,7.537,4.341,5.1531
2006-04-17,3.951,5.698,3.972,2.729,2.708,0.051,2.085,4.581,4.706,7.18,2.66,1.99,6.181,4.33,,7.527,4.341,5.2231
2006-04-18,3.889,5.681,4.03,2.729,2.696,0.049,2.09,4.561,4.719,7.18,2.66,1.99,6.23,4.371,,7.527,4.367,5.2093
2006-04-19,3.884,5.767,4.029,2.719,2.673,0.053,2.07,4.473,4.719,7.211,2.66,2.0,6.151,4.369,,7.527,4.31,5.1601
2006-04-20,3.851,5.761,4.025,2.719,2.663,0.04,2.05,4.485,4.729,7.211,2.62,2.0,6.151,4.345,,7.527,4.305,5.1636
2006-04-21,3.852,5.748,4.024,2.739,2.672,0.043,2.05,4.497,4.75,7.211,2.67,2.01,6.151,4.384,,7.33,4.316,5.2206
2006-04-24,3.875,5.694,3.978,2.871,2.664,0.046,2.05,4.497,4.755,7.211,2.67,2.01,6.151,4.337,,7.33,4.27,5.3591
2006-04-25,3.909,5.74,4.093,2.871,2.695,0.05,2.055,4.555,4.782,7.211,2.67,2.03,6.151,4.341,,7.33,4.359,5.2908
2006-04-26,3.937,5.812,4.056,2.871,2.714,0.052,2.08,4.579,4.781,7.19,2.66,2.04,6.151,4.353,,7.33,4.392,5.2585
2006-04-27,3.95,5.771,4.052,2.911,2.744,0.061,2.08,4.565,4.781,7.19,2.69,2.05,6.151,4.361,,7.33,4.408,5.2627
2006-04-28,3.979,5.774,4.114,2.911,2.745,0.062,2.075,4.503,4.77,7.18,2.69,2.07,6.151,4.577,6.4541,7.33,4.418,5.3222
2006-05-01,3.979,5.831,4.139,2.901,2.747,0.065,2.07,4.561,4.786,7.179,2.69,2.07,6.15,4.364,6.3522,7.33,4.448,5.2463
2006-05-02,4.003,5.832,4.168,2.901,2.74,0.07,2.07,4.585,4.813,7.169,2.69,2.07,6.15,4.433,6.6283,7.33,4.387,5.2463
2006-05-03,4.003,5.864,4.169,2.901,2.754,0.071,2.07,4.619,4.823,7.169,2.7,2.08,6.15,4.448,6.8458,7.33,4.423,5.2316
2006-05-04,3.973,5.884,4.108,2.911,2.744,0.073,2.07,4.651,4.802,7.169,2.72,2.09,6.15,4.498,7.097,7.33,4.433,5.2928
2006-05-05,3.947,5.766,4.108,2.901,2.756,0.074,2.075,4.664,4.823,7.179,2.72,2.05,6.15,4.498,6.9272,7.319,4.423,5.2972
2006-05-08,3.956,5.774,4.089,2.901,2.79,0.085,2.075,4.67,4.838,7.169,2.75,2.05,6.15,4.477,6.9287,7.319,4.459,5.311
2006-05-09,3.975,5.817,4.133,2.88,2.781,0.095,2.15,4.671,4.886,7.128,2.79,2.04,6.15,4.494,6.9806,7.319,4.443,5.2571
2006-05-10,3.967,5.841,4.088,2.88,2.754,0.113,2.15,4.649,4.875,7.128,2.77,2.03,6.15,4.468,6.9341,7.319,4.566,5.2615
2006-05-11,3.99,5.827,4.084,2.87,2.785,0.196,2.14,4.685,4.823,7.128,2.77,2.02,6.15,4.465,7.0098,7.319,4.617,5.266
2006-05-12,4.016,5.815,4.125,2.87,2.798,0.194,2.14,4.702,4.823,7.128,2.78,2.02,6.15,4.445,7.2714,7.319,4.617,5.3101
2006-05-15,4.03,5.807,4.123,2.87,2.791,0.211,2.13,4.673,4.817,7.128,2.79,2.02,6.2,4.423,7.4806,7.319,4.653,5.2642
2006-05-16,4.023,5.764,4.097,2.87,2.784,0.208,2.13,4.645,4.823,7.138,2.77,2.02,6.2,4.924,7.3781,7.319,4.643,5.2688
2006-05-17,4.085,5.826,4.104,2.85,2.817,0.212,2.13,4.684,4.823,7.128,2.77,2.01,6.18,4.838,7.9065,7.319,4.653,5.1517
2006-05-18,3.994,5.784,4.044,2.85,2.727,0.207,2.13,4.654,4.833,7.128,2.77,2.0,6.2,4.372,8.0224,7.319,4.643,5.1353
2006-05-19,4.006,5.758,4.066,2.85,2.821,0.203,2.135,4.608,4.823,7.128,2.83,2.0,6.2,4.312,8.01,7.319,4.635,5.1393
2006-05-22,4.002,5.733,4.069,2.85,2.813,0.209,2.13,4.607,4.817,7.117,2.81,2.0,6.2,4.616,8.2374,7.499,4.658,5.1515
2006-05-23,3.981,5.73,4.085,2.85,2.808,0.212,2.13,4.642,4.823,7.086,2.79,2.01,6.2,4.373,8.2193,7.497,4.617,5.1138
2006-05-24,3.98,5.769,4.165,2.85,2.834,0.228,2.13,4.616,4.833,7.086,2.83,2.0,6.18,4.814,8.468,7.52,4.602,5.2442
2006-05-25,3.942,5.786,4.166,2.85,2.825,0.264,2.13,4.623,4.823,7.086,2.83,2.0,6.15,4.866,8.1178,7.419,4.622,5.1853
2006-05-26,3.942,5.784,4.179,2.85,2.798,0.295,2.13,4.607,4.843,7.086,2.83,1.99,6.1,4.354,7.7737,7.33,4.622,5.1684
2006-05-29,3.943,5.786,4.179,2.84,2.835,0.298,2.13,4.6,4.848,7.076,2.83,1.99,6.1,4.366,7.6792,7.33,4.576,5.1383
2006-05-30,3.938,5.795,4.224,2.84,2.827,0.303,2.13,4.641,4.831,7.076,2.89,1.99,6.1,4.368,8.122,7.33,4.632,5.2516
2006-05-31,4.014,5.791,4.221,2.84,2.834,0.31,2.135,4.615,4.843,7.076,2.89,1.99,6.1,4.37,8.1235,7.33,4.617,5.2565
2006-06-01,3.949,5.771,4.215,2.84,2.866,0.333,2.145,4.662,4.833,7.076,2.92,1.99,6.05,4.419,8.1173,7.33,4.658,5.3102
2006-06-02,3.912,5.776,4.204,2.87,2.882,0.318,2.15,4.643,4.812,7.076,3.01,1.99,6.05,4.407,8.0164,7.33,4.632,5.3153
2006-06-05,3.948,5.719,4.184,2.87,2.878,0.298,2.21,4.649,4.829,7.076,3.01,1.99,6.05,4.399,8.0144,7.33,4.607,5.3528
2006-06-06,3.97,5.73,4.185,2.88,2.873,0.322,2.21,4.658,4.865,7.066,3.01,1.99,6.05,4.4,8.0531,7.33,4.643,5.3583
2006-06-07,3.994,5.758,4.194,2.911,2.874,0.339,2.22,4.661,4.854,7.066,2.96,1.99,6.05,4.404,7.9842,7.33,4.643,5.3639
2006-06-08,3.966,5.827,4.183,2.911,2.828,0.31,2.22,4.629,4.864,7.066,2.96,2.0,6.08,4.458,7.9436,7.33,4.653,5.2811
2006-06-09,3.953,5.815,4.181,2.911,2.859,0.314,2.215,4.636,4.885,7.066,3.0,2.0,6.1,4.53,7.9472,7.33,4.678,5.3307
2006-06-12,3.976,5.817,4.221,2.921,2.873,0.319,2.21,4.644,4.912,7.066,2.95,2.0,6.15,4.524,8.0449,7.33,4.704,5.3987
2006-06-13,4.025,5.775,4.276,2.921,2.879,0.328,2.205,4.635,4.896,7.035,2.92,2.0,6.45,4.483,8.2455,7.33,4.704,5.3987
2006-06-14,4.028,5.86,4.285,2.921,2.884,0.321,2.215,4.65,4.895,7.035,2.9,2.0,6.45,4.539,8.1674,7.381,4.735,5.2444
2006-06-15,4.071,5.882,4.287,2.931,2.881,0.315,2.215,4.694,4.833,7.086,2.9,2.01,6.45,4.559,8.1341,7.381,4.704,5.2956
2006-06-16,3.944,5.872,4.258,2.941,2.891,0.31,2.22,4.683,4.876,7.086,2.9,2.01,6.65,4.616,8.1156,7.381,4.648,5.3011
2006-06-19,3.906,5.925,4.247,2.941,2.919,0.314,2.22,4.725,4.898,7.086,2.89,2.03,6.65,4.616,8.0189,7.433,4.709,5.9489
2006-06-20,3.942,5.9,4.297,2.941,2.912,0.315,2.22,4.736,4.927,7.086,2.84,2.08,6.65,4.586,8.0637,7.485,4.755,6.0644
2006-06-21,4.085,5.905,4.332,2.941,2.906,0.308,2.24,4.702,4.916,7.086,2.84,2.15,6.63,4.646,7.9289,7.485,4.832,6.031
2006-06-22,4.147,5.97,4.285,2.941,2.899,0.3,2.24,4.706,4.906,7.086,2.91,2.17,6.63,4.646,8.0034,7.485,4.96,6.0162
2006-06-23,4.23,5.959,4.289,2.941,2.918,0.293,2.24,4.691,4.97,7.086,2.82,2.17,6.75,4.734,8.0363,7.433,4.991,6.0483
2006-06-26,4.254,5.962,4.346,2.941,2.959,0.321,2.24,4.698,4.999,7.086,2.92,2.18,6.75,4.701,7.9363,7.433,5.068,6.1118
2006-06-27,4.093,5.951,4.351,2.951,2.994,0.293,2.24,4.711,5.041,7.066,2.91,2.17,6.8,4.775,8.2441,7.433,5.068,6.0454
2006-06-28,4.081,5.996,4.361,2.962,2.994,0.285,2.24,4.719,4.999,7.066,2.89,2.16,6.78,4.744,8.3405,7.433,4.919,5.945
2006-06-29,3.984,5.928,4.341,2.962,2.988,0.341,2.24,4.717,4.999,7.045,2.88,2.16,6.95,4.756,8.3008,7.433,5.422,5.3793
2006-06-30,3.966,5.941,4.335,2.962,2.966,0.336,2.24,4.654,4.99,7.055,2.9,2.14,6.82,4.69,7.9667,7.433,5.632,5.4112
2006-07-03,3.899,5.956,4.337,2.941,3.004,0.35,2.24,4.667,5.028,7.066,2.94,2.14,6.95,4.689,7.8619,7.381,5.74,5.5356
2006-07-04,3.885,5.954,4.341,2.941,2.996,0.362,2.24,4.628,5.031,7.055,2.94,2.14,6.87,4.663,8.0036,7.33,5.576,5.5695
2006-07-05,3.978,6.016,4.323,2.941,2.992,0.384,2.3,4.682,5.02,7.055,2.96,2.14,6.82,4.664,8.1415,7.381,5.56,5.9622
2006-07-06,3.939,5.992,4.326,2.941,3.015,0.392,2.3,4.655,5.0,7.055,2.94,2.14,6.81,4.666,8.1348,7.381,5.668,5.9661
2006-07-07,3.966,6.018,4.243,2.941,3.014,0.386,2.29,4.616,5.011,7.045,2.94,2.15,6.87,4.71,8.0672,7.381,5.581,6.0283
2006-07-10,3.977,5.992,4.28,2.962,3.019,0.392,2.29,4.636,5.019,7.035,2.96,2.16,6.8,4.714,8.0238,7.381,5.586,5.3755
2006-07-11,3.943,6.047,4.265,2.972,3.018,0.394,2.28,4.616,5.062,7.293,2.97,2.16,6.65,4.725,8.068,7.381,5.56,5.4099
2006-07-12,3.869,6.064,4.248,2.972,3.014,0.401,2.28,4.645,5.072,7.257,2.95,2.16,6.65,4.731,8.0771,7.381,5.606,5.4448
2006-07-13,3.903,6.08,4.234,2.972,3.108,0.398,2.28,4.613,5.051,7.242,2.99,2.16,6.67,4.718,8.0923,7.381,5.843,5.508
2006-07-14,3.904,6.086,4.197,2.972,2.952,0.372,2.27,4.594,5.062,7.242,2.98,2.18,6.8,4.751,8.0745,7.381,5.982,5.5442
2006-07-17,3.883,6.126,4.224,2.972,2.943,0.372,2.27,4.604,5.088,7.242,2.99,2.2,6.75,4.641,8.0726,7.33,5.833,6.0104
2006-07-18,3.883,6.131,4.229,2.972,3.032,0.376,2.27,4.662,5.135,7.345,2.98,2.2,6.7,4.745,8.0684,7.278,5.668,5.4352
2006-07-19,3.816,6.1,4.174,2.972,3.031,0.38,2.25,4.672,5.114,7.273,3.0,2.21,6.7,4.657,8.0157,7.278,5.535,5.4721
2006-07-20,3.749,6.088,4.17,2.972,3.042,0.368,2.25,4.674,5.093,7.293,3.0,2.21,6.65,4.701,7.9611,7.278,5.309,5.422
2006-07-21,3.806,6.094,4.127,2.972,3.045,0.357,2.25,4.657,5.082,7.273,3.0,2.2,6.65,4.77,7.9996,7.278,5.452,5.4595
2006-07-24,3.778,6.152,4.149,2.972,3.054,0.36,2.25,4.661,5.105,7.273,2.98,2.2,6.85,4.674,7.9652,7.278,5.452,5.5754
2006-07-25,3.799,6.153,4.216,2.972,3.073,0.361,2.25,4.672,5.135,7.397,2.99,2.2,7.03,4.701,7.6388,7.278,5.463,5.6152
2006-07-26,3.828,6.188,4.218,2.972,3.053,0.369,2.26,4.687,5.103,7.397,2.97,2.21,7.0,4.713,7.6061,7.278,5.36,6.11
2006-07-27,3.83,6.213,4.215,2.972,3.06,0.367,2.26,4.693,5.103,7.366,2.98,2.22,6.95,4.701,7.4354,7.278,5.401,5.9813
2006-07-28,3.938,6.213,4.181,2.972,3.067,0.366,2.26,4.701,5.06,7.356,2.99,2.25,6.95,4.773,7.3771,7.278,5.442,6.1706
2006-07-31,3.973,6.153,4.192,3.388,3.084,0.369,2.26,4.709,5.082,7.397,3.01,2.26,6.9,4.74,7.3604,7.278,5.504,6.1848
2006-08-01,3.959,6.174,4.201,3.195,3.09,0.366,2.26,4.726,5.114,7.418,3.0,2.27,7.05,4.624,7.3531,7.33,5.524,6.0648
2006-08-02,3.959,6.142,4.214,3.205,3.096,0.37,2.26,4.737,5.114,7.366,2.96,2.27,7.05,4.647,7.3724,7.33,5.442,6.0484
2006-08-03,3.937,6.175,4.211,3.205,3.123,0.373,2.27,4.829,5.113,7.345,2.98,2.27,7.15,4.627,7.3779,7.33,5.617,6.0842
2006-08-04,3.934,6.17,4.123,3.205,3.131,0.372,2.29,4.889,5.08,7.356,2.98,2.28,7.02,4.69,7.3178,7.278,5.576,6.0573
2006-08-07,3.929,6.127,4.232,3.226,3.142,0.374,2.29,4.917,5.125,7.345,3.03,2.28,6.98,4.634,7.1897,7.278,5.55,6.1555
2006-08-08,3.964,6.122,4.157,3.226,3.156,0.376,2.3,4.927,5.104,7.356,3.06,2.26,7.15,4.622,7.313,7.278,5.576,6.0543
2006-08-09,3.959,6.178,4.146,3.226,3.16,0.379,2.41,4.924,5.072,7.366,3.09,2.25,7.08,4.615,7.325,7.278,5.535,6.0588
2006-08-10,3.985,6.216,4.135,3.226,3.16,0.382,2.41,4.937,5.051,7.366,3.08,2.26,7.05,4.653,7.3305,7.278,5.493,6.0528
2006-08-11,4.025,6.207,4.135,3.226,3.169,0.381,2.415,4.957,5.071,7.366,3.1,2.26,7.1,4.701,7.3724,7.278,5.514,6.0466
2006-08-14,4.073,6.282,4.14,3.226,3.178,0.385,2.415,4.963,5.096,7.376,3.12,2.26,7.12,4.699,7.3863,7.267,5.524,6.0604
2006-08-15,4.067,6.217,4.121,3.226,3.181,0.386,2.4,4.938,5.093,7.397,3.16,2.26,7.1,4.7,7.468,7.267,5.586,6.0914
2006-08-16,4.088,6.17,4.109,3.226,3.184,0.39,2.4,4.918,5.072,7.304,3.16,2.26,7.15,4.677,7.6558,7.288,5.591,5.9399
2006-08-17,4.103,6.162,4.121,3.226,3.184,0.383,2.39,4.906,5.092,7.293,3.12,2.26,7.15,4.667,7.7395,7.288,5.601,5.9876
2006-08-18,4.135,6.147,4.102,3.226,3.188,0.382,2.395,4.897,5.102,7.293,3.16,2.26,7.22,4.702,7.706,7.288,5.57,6.0356
2006-08-21,3.986,6.121,4.08,3.226,3.196,0.381,2.395,4.882,5.093,7.293,3.13,2.26,7.25,4.658,7.5764,7.288,5.586,6.0715
2006-08-22,3.959,6.176,4.198,3.226,3.172,0.381,2.395,4.87,5.105,7.366,3.14,2.26,7.46,4.66,7.7034,7.288,5.555,6.1204
2006-08-23,3.968,6.166,4.18,3.226,3.17,0.385,2.4,4.899,5.093,7.366,3.12,2.25,7.48,4.647,7.8007,7.319,5.55,6.081
2006-08-24,3.923,6.146,4.181,3.226,3.173,0.37,2.425,4.911,5.093,7.356,3.17,2.26,7.6,4.653,7.8549,7.299,5.524,5.9972
2006-08-25,3.908,6.139,4.154,3.226,3.179,0.359,2.365,4.916,5.112,7.345,3.17,2.25,7.6,4.652,7.8316,7.299,5.576,5.8799
2006-08-28,3.908,6.153,4.144,3.226,3.179,0.361,2.4,4.914,5.093,7.335,3.18,2.25,7.6,4.717,7.7455,7.299,5.55,6.0158
2006-08-29,3.928,6.127,4.193,3.246,3.214,0.365,2.45,4.944,5.073,7.335,3.2,2.26,7.67,4.892,7.7881,7.299,5.535,5.9755
2006-08-30,3.88,6.104,4.186,3.256,3.21,0.359,2.46,4.951,5.051,7.345,3.17,2.26,7.65,4.691,7.7712,7.299,5.555,5.8789
2006-08-31,3.821,6.099,4.187,3.256,3.214,0.358,2.461,4.946,5.04,7.11,3.18,2.26,7.651,4.651,7.8034,7.299,5.514,5.9531
2006-09-01,3.868,6.103,4.138,3.256,3.225,0.357,2.461,4.922,5.018,7.121,3.17,2.26,7.651,4.691,7.7681,7.299,5.565,5.9802
2006-09-04,3.893,6.184,4.208,3.256,3.229,0.359,2.471,4.941,5.021,7.12,3.181,2.26,7.651,4.674,7.775,7.299,5.565,5.9827
2006-09-05,3.842,6.189,4.127,3.256,3.238,0.358,2.576,4.946,4.992,7.124,3.2,2.26,7.671,4.683,7.7726,7.299,5.483,5.9102
2006-09-06,3.872,6.167,4.12,3.256,3.21,0.364,2.576,4.962,4.968,7.128,3.19,2.26,7.661,4.69,7.7757,7.299,5.35,5.4811
2006-09-07,3.869,6.15,4.12,3.256,3.206,0.358,2.571,4.961,4.968,7.114,3.24,2.28,7.651,4.682,7.7331,7.299,5.555,5.5397
2006-09-08,3.874,6.157,4.135,3.256,3.222,0.356,2.571,4.953,4.937,7.123,3.221,2.3,7.651,4.728,7.7095,7.299,5.427,5.6024
2006-09-11,3.849,6.167,4.14,3.277,3.236,0.356,2.571,4.964,4.942,7.111,3.25,2.351,7.651,4.687,7.6028,7.299,5.473,5.838
2006-09-12,3.854,6.147,4.165,3.277,3.283,0.355,2.571,4.995,4.906,7.114,3.25,2.371,7.651,4.651,7.7035,7.299,5.501,6.042
2006-09-13,3.851,6.155,4.174,3.287,3.227,0.357,2.571,4.982,4.906,7.115,3.25,2.381,7.651,4.669,7.6578,7.299,5.275,5.9453
2006-09-14,3.881,6.228,4.174,3.287,3.228,0.356,2.571,5.006,4.937,7.145,3.25,2.411,7.651,4.641,7.639,7.299,5.237,5.8934
2006-09-15,3.805,6.205,4.183,3.287,3.244,0.354,2.571,5.018,4.947,7.156,3.3,2.431,7.651,4.754,7.6023,7.278,5.237,5.9091
2006-09-18,3.804,6.228,4.165,3.297,3.247,0.355,2.571,5.025,4.951,7.199,3.3,2.441,7.651,4.686,7.6135,7.278,5.237,6.0006
2006-09-19,3.867,6.176,4.216,3.297,3.291,0.356,2.571,5.002,4.948,7.207,3.26,2.441,7.751,4.685,7.6966,7.278,5.278,6.0006
2006-09-20,3.877,6.181,4.184,3.327,3.283,0.361,2.571,5.006,4.926,7.164,3.27,2.441,7.751,4.662,7.6956,7.278,5.257,5.7823
2006-09-21,3.867,6.111,4.192,3.327,3.291,0.353,2.571,5.025,4.916,7.21,3.27,2.491,7.801,4.677,7.7517,7.278,5.352,5.7864
2006-09-22,3.849,6.094,4.162,3.317,3.293,0.352,2.571,4.999,4.925,7.253,3.34,2.491,7.851,4.723,7.7368,7.278,5.345,5.756
2006-09-25,3.833,6.05,4.172,3.317,3.296,0.356,2.571,5.006,4.907,7.218,3.3,2.491,7.951,4.682,7.778,7.33,5.247,5.8148
2006-09-26,3.842,6.081,4.177,3.337,3.298,0.355,2.576,5.024,4.886,7.233,3.33,2.491,7.951,4.684,7.7922,7.33,5.298,5.6559
2006-09-27,3.898,6.101,4.19,3.358,3.347,0.358,2.576,5.042,4.885,7.259,3.33,2.501,8.001,4.683,7.7244,7.33,5.309,5.718
2006-09-28,3.863,6.08,4.195,3.358,3.352,0.353,2.581,5.035,4.874,7.511,3.33,2.501,8.001,4.682,7.7274,7.33,5.186,5.7572
2006-09-29,3.876,6.087,4.167,3.358,3.359,0.345,2.581,5.057,4.884,7.459,3.32,2.531,8.001,4.706,7.7736,7.33,5.165,5.7496
2006-10-02,3.861,6.065,4.182,3.378,3.367,0.347,2.58,5.057,4.897,7.49,3.31,2.53,8.1,4.701,7.7615,7.33,5.175,5.6789
2006-10-03,3.829,6.069,4.127,3.439,3.381,0.346,2.595,5.084,4.917,7.407,3.31,2.52,8.1,4.701,7.7648,7.34,5.15,5.6591
2006-10-04,3.864,6.053,4.157,3.439,3.391,0.341,2.6,5.085,4.916,7.438,3.3,2.53,8.2,4.671,7.7183,7.34,5.186,5.6749
2006-10-05,3.834,6.085,4.173,3.439,3.389,0.333,2.69,5.072,4.936,7.438,3.28,2.53,8.2,4.672,7.6756,7.34,5.114,5.619
2006-10-06,3.834,6.072,4.185,3.439,3.39,0.331,2.69,5.078,4.945,7.438,3.28,2.53,8.18,4.672,7.6214,7.34,5.145,5.6108
2006-10-09,3.834,6.155,4.365,3.459,3.398,0.331,2.7,5.054,4.949,7.397,3.33,2.53,8.25,4.672,7.6575,7.34,5.124,5.6746
2006-10-10,3.854,6.171,4.153,3.48,3.375,0.334,2.7,5.032,4.98,7.438,3.36,2.53,8.18,4.691,7.6724,7.34,5.093,5.6017
2006-10-11,3.854,6.181,4.186,3.48,3.363,0.338,2.7,5.026,5.02,7.387,3.32,2.53,8.18,4.7,7.7103,7.34,5.119,5.5811
2006-10-12,3.84,6.246,4.166,3.48,3.356,0.338,2.71,5.036,5.051,7.397,3.37,2.53,8.18,4.716,7.7073,7.34,5.145,5.5971
2006-10-13,3.82,6.256,4.175,3.48,3.369,0.343,2.71,5.044,5.06,7.407,3.37,2.54,8.1,4.98,7.7019,7.34,5.134,5.6254
2006-10-16,3.82,6.255,4.166,3.449,3.37,0.345,2.72,5.033,5.061,7.459,3.36,2.58,8.1,4.431,7.5253,7.34,5.083,5.5629
2006-10-17,3.839,6.255,4.205,3.449,3.375,0.344,2.72,4.998,5.093,7.428,3.37,2.59,8.2,4.709,7.7196,7.34,5.147,5.4922
2006-10-18,3.882,6.285,4.21,3.449,3.367,0.355,3.73,5.008,5.093,7.47,3.39,2.59,8.25,4.704,7.6783,7.34,5.042,5.5331
2006-10-19,3.845,6.296,4.2,3.449,3.369,0.368,2.73,4.8,5.103,7.49,3.41,2.57,8.17,4.694,7.6888,7.34,4.981,5.5367
2006-10-20,3.779,6.293,4.166,3.449,3.377,0.366,2.74,4.8,5.091,7.449,3.45,2.56,8.2,4.63,7.705,7.34,5.052,5.5279
2006-10-23,3.879,6.335,4.2,3.449,3.384,0.369,2.745,4.85,5.113,7.428,3.44,2.56,8.2,4.608,7.7153,7.34,5.104,5.5516
2006-10-24,3.877,6.326,4.197,3.48,3.391,0.372,2.745,4.8,5.125,7.407,3.43,2.56,8.15,4.647,7.744,7.34,4.888,5.6062
2006-10-25,3.89,6.337,4.198,3.48,3.42,0.378,2.75,4.8,5.124,7.387,3.45,2.57,8.15,4.658,7.7536,7.288,5.124,5.5847
2006-10-26,3.842,6.331,4.183,3.48,3.422,0.365,2.76,4.8,5.113,7.231,3.44,2.57,8.07,4.627,7.8065,7.236,5.047,5.6014
2006-10-27,3.864,6.324,4.15,3.48,3.436,0.371,2.76,4.8,5.101,7.242,3.4,2.58,8.15,4.673,7.7886,7.185,5.052,5.5669
2006-10-30,3.884,6.337,4.194,3.48,3.442,0.375,2.76,4.8,5.082,7.283,3.43,2.58,8.15,4.654,7.8191,7.185,5.073,5.5009
2006-10-31,3.844,6.328,4.149,3.48,3.44,0.388,2.76,4.8,5.06,7.169,3.44,2.58,8.15,4.651,7.7589,7.185,5.057,5.5826
2006-11-01,3.844,6.301,4.146,3.48,3.424,0.398,2.765,4.8,5.05,7.169,3.42,2.58,8.15,4.635,7.7877,7.185,5.047,5.6169
2006-11-02,3.848,6.301,4.146,3.48,3.426,0.397,2.845,4.8,5.042,7.169,3.42,2.57,8.15,4.624,7.6786,7.185,5.022,5.6038
2006-11-03,3.882,6.309,4.143,3.48,3.44,0.4,2.845,4.8,5.091,7.169,3.42,2.57,8.15,4.711,7.7576,7.185,5.016,5.6342
2006-11-06,3.863,6.367,4.172,3.48,3.447,0.399,2.86,4.8,5.083,6.617,3.46,2.57,8.15,4.665,7.5552,7.185,4.96,5.5009
2006-11-07,3.864,6.328,4.157,3.48,3.454,0.404,2.86,4.85,5.083,7.014,3.51,2.57,8.15,4.655,7.7042,7.185,4.97,5.5579
2006-11-08,3.837,6.235,4.169,3.48,3.5,0.409,2.86,4.8,5.103,6.983,3.48,2.57,8.15,4.684,7.6779,7.288,5.052,5.4818
2006-11-09,3.777,6.267,4.223,3.48,3.507,0.404,2.865,4.8,5.1,7.014,3.51,2.56,8.15,4.735,7.6519,7.288,4.904,5.4855
2006-11-10,3.792,6.277,4.182,3.48,3.511,0.408,2.865,5.04,5.091,7.014,3.46,2.55,8.12,4.683,7.6255,7.288,5.001,5.4624
2006-11-13,3.828,6.266,4.18,3.48,3.539,0.408,2.87,5.04,5.082,7.035,3.5,2.54,8.15,4.661,7.4111,7.288,4.94,5.5961
2006-11-14,3.813,6.268,4.175,3.48,3.547,0.431,2.87,5.04,5.093,7.024,3.54,2.54,8.12,4.683,7.6463,7.288,4.95,5.5184
2006-11-15,3.79,6.286,4.184,3.48,3.496,0.444,2.87,5.04,5.093,7.014,3.53,2.54,8.15,4.676,7.6335,7.288,4.929,5.5361
2006-11-16,3.771,6.292,4.177,3.48,3.503,0.464,2.87,5.04,5.103,7.014,3.53,2.53,8.15,4.685,7.6443,7.288,5.001,5.5952
2006-11-17,3.79,6.293,4.135,3.49,3.506,0.459,2.87,5.04,5.091,7.014,3.52,2.53,8.15,4.712,7.6433,7.288,4.95,5.558
2006-11-20,3.811,6.243,4.164,3.49,3.515,0.44,2.885,5.04,5.062,7.014,3.5,2.54,8.15,4.687,7.6548,7.288,4.955,5.5148
