,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST
security,F11903M Index,I00103M Index,I00703M Index,I01103M Index,I01303M Index,I01803M Index,I02103M Index,I02203M Index,I02503M Index,I04903M Index,I07803M Index,I11203M Index,I16503M Index,I17303M Index,I21703M Index,I25103M Index,I26903M Index,I35103M Index
date,,,,,,,,,,,,,,,,,,
2006-11-21,3.801,6.204,4.161,3.49,3.53,0.448,2.885,5.04,5.062,6.449,3.5,2.53,8.03,4.695,7.6508,7.288,4.929,5.5049
2006-11-22,3.839,6.211,4.178,3.49,3.549,0.454,2.89,5.04,5.061,6.433,3.52,2.53,8.05,4.69,7.6405,7.288,4.95,5.4808
2006-11-23,3.85,6.212,4.178,3.49,3.566,0.454,2.89,5.04,5.061,6.983,3.55,2.53,8.05,4.72,7.6199,7.288,4.97,5.513
2006-11-24,3.831,6.212,4.151,3.49,3.571,0.446,2.9,5.04,5.039,6.983,3.56,2.53,8.05,4.742,7.625,7.288,4.991,5.4322
2006-11-27,3.831,6.208,4.18,3.49,3.592,0.438,2.9,5.04,5.042,6.869,3.56,2.53,8.05,4.736,7.6608,7.288,4.97,5.4151
2006-11-28,3.8,6.215,4.175,3.49,3.591,0.435,2.9,5.04,5.041,6.972,3.57,2.52,8.02,4.743,7.6007,7.288,4.96,5.4189
2006-11-29,3.802,6.264,4.187,3.49,3.594,0.44,2.901,5.04,5.041,6.999,3.571,2.51,8.05,4.758,7.6119,7.289,4.95,5.4371
2006-11-30,3.792,6.217,4.173,3.491,3.598,0.457,2.903,5.042,5.03,6.892,3.582,2.522,8.021,4.794,7.6207,7.29,4.94,5.5423
2006-12-01,3.776,6.205,4.124,3.491,3.599,0.464,2.908,5.041,5.028,6.89,3.582,2.502,8.05,4.804,7.6026,7.29,4.919,5.5176
2006-12-04,3.774,6.126,4.18,3.491,3.601,0.465,2.962,5.041,5.008,6.923,3.583,2.482,8.05,4.765,7.6222,7.29,4.919,5.4422
2006-12-05,3.756,6.155,4.161,3.491,3.611,0.475,2.962,5.09,4.989,7.168,3.583,2.472,8.051,4.771,7.6386,7.289,4.94,5.461
2006-12-06,3.754,6.196,4.161,3.491,3.617,0.486,2.972,5.041,4.989,6.939,3.583,2.472,8.05,4.784,7.6484,7.289,4.919,5.5985
2006-12-07,3.734,6.2,4.166,3.491,3.62,0.52,2.972,5.091,4.978,7.209,3.594,2.482,8.05,4.759,7.6583,7.238,4.899,5.4841
2006-12-08,3.744,6.203,4.154,3.491,3.615,0.526,2.982,5.042,4.957,7.209,3.594,2.472,8.031,4.802,7.3863,7.238,4.929,5.5767
2006-12-11,3.782,6.254,4.174,3.491,3.62,0.522,2.992,5.042,4.94,7.209,3.643,2.472,8.001,4.756,7.6321,7.238,4.909,5.5011
2006-12-12,3.784,6.227,4.157,3.491,3.612,0.495,3.017,5.042,4.937,6.954,3.643,2.472,7.971,4.779,7.6651,7.238,4.868,5.3994
2006-12-13,3.771,6.258,4.153,3.491,3.613,0.483,3.027,5.042,4.937,7.25,3.663,2.472,7.951,4.76,7.6599,7.238,4.663,5.4186
2006-12-14,3.799,6.265,4.143,3.491,3.604,0.46,3.032,5.043,4.947,6.965,3.692,2.472,7.97,4.772,7.6596,7.238,4.602,5.4684
2006-12-15,3.793,6.282,4.135,3.654,3.607,0.466,3.032,5.043,4.916,6.965,3.703,2.472,7.98,4.803,7.6482,7.238,4.367,5.4574
2006-12-18,3.795,6.275,4.152,3.654,3.608,0.473,3.037,5.043,4.94,7.271,3.663,2.462,7.97,4.768,7.8156,7.248,4.316,5.4547
2006-12-19,3.785,6.273,4.157,3.664,3.601,0.435,3.037,5.044,4.958,7.292,3.663,2.461,7.95,4.793,7.8394,7.248,4.592,5.459
2006-12-20,3.765,6.274,4.157,3.664,3.609,0.44,3.042,5.093,4.968,7.303,3.672,2.452,7.949,4.78,7.9458,7.248,4.551,5.4164
2006-12-21,3.692,6.285,4.142,3.664,3.606,0.461,3.042,5.044,4.968,7.317,3.632,2.441,7.949,4.814,7.9096,7.248,4.551,5.4206
2006-12-22,3.701,6.287,4.102,3.664,3.612,0.452,3.047,5.044,4.987,7.296,3.632,2.441,7.9,4.876,7.837,7.248,4.5,5.4721
2006-12-25,3.701,6.316,4.189,3.664,3.611,0.455,3.047,5.093,4.99,7.296,3.632,2.441,7.9,4.879,7.7847,7.248,4.5,5.5704
2006-12-26,3.701,6.291,4.189,3.664,3.612,0.455,3.047,5.093,4.991,7.337,3.632,2.441,7.9,4.859,7.8295,7.248,4.5,5.5061
2006-12-27,3.788,6.314,4.168,3.664,3.609,0.466,3.052,5.044,4.978,7.368,3.572,2.451,7.9,4.864,7.8161,7.248,4.694,5.5108
2006-12-28,3.793,6.311,4.162,3.675,3.614,0.467,3.057,5.044,4.999,7.373,3.613,2.451,7.931,4.426,7.8026,7.248,4.602,5.5479
2006-12-29,3.794,6.334,4.081,3.675,3.645,0.472,3.067,5.043,5.018,7.373,3.663,2.451,7.931,4.996,7.7891,7.248,4.94,5.5691
2007-01-01,3.794,6.33,4.181,3.675,3.644,0.472,3.067,5.093,5.02,7.373,3.663,2.451,7.931,4.998,8.0713,7.248,4.94,5.6723
2007-01-02,3.801,6.331,4.157,3.695,3.629,0.472,3.072,5.044,5.048,7.368,3.633,2.461,7.901,4.845,7.8569,7.248,4.484,5.5066
2007-01-03,3.733,6.301,4.141,3.695,3.706,0.472,3.077,5.044,5.051,7.357,3.702,2.451,7.899,4.844,7.8929,7.248,4.229,5.4782
2007-01-04,3.803,6.279,4.17,3.695,3.702,0.469,3.077,5.044,5.04,7.347,3.653,2.451,7.899,4.833,7.9013,7.248,4.285,5.4662
2007-01-05,3.794,6.275,4.126,3.695,3.691,0.498,3.077,5.044,5.049,7.347,3.672,2.461,7.85,4.955,7.906,7.248,4.265,5.4541
2007-01-08,3.8,6.315,4.178,3.695,3.722,0.5,3.082,5.044,5.061,7.347,3.702,2.461,7.87,4.847,7.8526,7.248,4.31,5.4512
2007-01-09,3.772,6.314,4.157,3.695,3.728,0.528,3.082,5.044,5.083,7.347,3.692,2.461,7.85,4.85,8.0768,7.3,4.305,5.473
2007-01-10,3.785,6.33,4.15,3.695,3.737,0.525,3.082,5.045,5.093,7.388,3.642,2.461,7.871,4.846,8.1852,7.3,4.351,5.512
2007-01-11,3.763,6.34,4.2,3.695,3.712,0.53,3.082,5.046,5.103,7.388,3.633,2.461,7.871,4.872,8.0975,7.331,4.349,5.4654
2007-01-12,3.865,6.347,4.181,3.695,3.719,0.522,3.082,5.353,5.09,7.388,3.703,2.471,7.881,4.976,8.0743,7.331,4.356,5.3667
2007-01-15,3.845,6.329,4.204,3.695,3.721,0.532,3.087,5.353,5.092,7.347,3.673,2.471,7.881,4.914,8.0392,7.332,4.356,5.2403
2007-01-16,3.811,6.322,4.205,3.695,3.705,0.547,3.087,5.047,5.092,7.295,3.683,2.471,7.851,4.925,8.0269,7.332,4.346,5.1916
2007-01-17,3.825,6.326,4.206,3.695,3.73,0.493,3.171,5.353,5.114,7.305,3.693,2.472,7.881,4.935,8.0247,7.332,4.346,5.1601
2007-01-18,3.798,6.33,4.203,3.695,3.727,0.474,3.176,5.048,5.123,7.316,3.693,2.472,7.881,4.95,8.0352,7.291,4.395,5.1107
2007-01-19,3.799,6.332,4.179,3.695,3.733,0.461,3.181,5.354,5.142,7.295,3.703,2.472,7.85,4.985,8.0368,7.291,4.336,5.114
2007-01-22,3.813,6.312,4.204,3.725,3.735,0.456,3.181,5.354,5.132,7.305,3.722,2.481,7.919,4.96,8.0753,7.312,4.305,5.0882
2007-01-23,3.842,6.182,4.203,3.725,3.74,0.452,3.181,5.354,5.145,7.295,3.713,2.491,8.001,4.978,8.0642,7.312,4.265,5.0915
2007-01-24,3.897,6.152,4.191,3.725,3.718,0.452,3.186,5.353,5.134,7.285,3.782,2.531,8.051,5.0,8.1074,7.312,4.295,5.0948
2007-01-25,3.916,6.198,4.203,3.725,3.719,0.444,3.196,5.354,5.144,7.326,3.833,2.541,8.051,5.016,8.2044,7.312,4.295,5.0981
2007-01-26,3.957,6.2,4.185,3.725,3.726,0.441,3.197,5.354,5.132,7.296,3.833,2.531,8.051,5.091,8.1818,7.363,4.333,5.0832
2007-01-29,3.934,6.231,4.212,3.725,3.733,0.447,3.216,5.354,5.133,7.296,3.902,2.531,8.051,5.006,8.2212,7.363,4.295,5.1862
2007-01-30,3.941,6.204,4.213,3.725,3.739,0.448,3.216,5.354,5.145,7.286,3.942,2.531,8.072,5.017,8.1931,7.363,4.295,5.1714
2007-01-31,3.882,6.218,4.206,3.726,3.741,0.453,3.222,5.405,5.114,7.237,3.944,2.523,8.053,4.996,8.1835,7.365,4.305,5.1376
2007-02-01,3.893,6.233,4.199,3.726,3.771,0.452,3.222,5.357,5.123,7.217,3.974,2.513,8.053,4.983,8.1951,7.365,4.285,5.1602
2007-02-02,3.873,6.241,4.175,3.726,3.767,0.46,3.291,5.357,5.142,7.217,3.974,2.513,8.053,5.071,8.2001,7.314,4.262,5.0881
2007-02-05,3.873,6.17,4.195,3.726,3.777,0.461,3.284,5.357,5.132,7.339,3.945,2.522,8.053,5.002,8.1992,7.314,4.244,5.0986
2007-02-06,3.92,6.221,4.153,3.726,3.803,0.464,3.268,5.406,5.156,7.239,3.925,2.502,8.071,4.985,8.2016,7.314,4.203,5.1409
2007-02-07,3.957,6.235,4.15,3.726,3.805,0.485,3.273,5.357,5.155,7.37,3.954,2.492,8.002,4.977,8.1877,7.314,4.254,5.1058
2007-02-08,3.931,6.197,4.158,3.726,3.759,0.47,3.279,5.356,5.154,7.239,3.955,2.492,8.051,4.961,8.1737,7.312,4.265,5.1681
2007-02-09,3.93,6.208,4.12,3.726,3.767,0.472,3.273,5.356,5.152,7.236,3.955,2.492,8.051,4.979,8.1597,7.312,4.316,5.1131
2007-02-12,3.939,6.214,4.168,3.726,3.77,0.472,3.274,5.356,5.162,7.307,4.004,2.492,8.051,4.967,8.4177,7.312,4.346,5.2043
2007-02-13,3.925,6.227,4.165,3.726,3.772,0.475,3.269,5.355,5.177,7.256,4.004,2.492,8.05,4.988,8.4057,7.311,4.336,5.2287
2007-02-14,3.954,6.198,4.169,3.726,3.804,0.488,3.278,5.355,5.155,7.337,4.004,2.492,8.05,4.974,8.3768,7.3,4.387,5.112
2007-02-15,3.858,6.199,4.178,3.726,3.806,0.508,3.273,5.354,5.165,7.307,3.994,2.482,8.021,4.973,8.3996,7.3,4.418,5.0956
2007-02-16,3.854,6.203,4.131,3.726,3.811,0.51,3.253,5.354,5.172,7.337,3.995,2.482,8.001,4.955,8.386,7.3,3.943,5.2013
2007-02-19,3.874,6.212,4.187,3.726,3.817,0.52,3.253,5.355,5.171,7.267,4.063,2.482,8.001,4.956,8.346,7.3,4.397,4.9868
2007-02-20,3.917,6.223,4.16,3.727,3.819,0.52,3.248,5.355,5.17,7.358,4.094,2.482,8.001,4.994,8.4246,7.3,4.377,5.0316
2007-02-21,3.951,6.248,4.199,3.727,3.821,0.574,3.243,5.355,5.186,7.267,4.073,2.482,8.001,5.0,8.4567,7.3,4.428,4.9933
2007-02-22,3.977,6.225,4.249,3.727,3.827,0.594,3.243,5.404,5.186,7.267,4.073,2.482,8.001,4.974,8.5656,7.3,4.459,5.0176
2007-02-23,4.002,6.232,4.212,3.727,3.833,0.6,3.238,5.355,5.183,7.267,4.074,2.492,8.001,5.065,8.9073,7.352,4.397,5.0422
2007-02-26,3.988,6.185,4.251,3.727,3.835,0.6,3.238,5.355,5.171,7.267,4.084,2.482,8.001,5.003,8.9175,7.405,4.428,5.2903
2007-02-27,3.998,6.177,4.237,3.727,3.836,0.608,3.248,5.354,5.125,7.267,4.084,2.482,8.021,5.088,9.0982,7.406,4.418,5.252
2007-02-28,3.958,6.202,4.238,3.724,3.843,0.613,3.24,5.35,5.134,7.387,4.14,2.48,8.05,4.999,9.1781,7.402,4.51,5.1915
2007-03-01,3.88,6.196,4.252,3.724,3.828,0.606,3.24,5.35,5.134,7.273,4.1,2.48,8.05,4.962,9.2046,7.402,4.51,5.238
2007-03-02,3.858,6.178,4.183,3.724,3.813,0.598,3.24,5.35,5.1,7.273,4.1,2.47,8.05,4.989,9.3056,7.402,4.469,5.0731
2007-03-05,3.896,6.146,4.194,3.724,3.826,0.599,3.235,5.35,5.088,7.407,4.13,2.47,8.05,4.941,9.3227,7.392,4.479,5.0632
2007-03-06,3.894,6.195,4.164,3.724,3.837,0.594,3.24,5.35,5.125,7.252,4.15,2.47,8.05,4.96,9.2125,7.371,4.489,5.197
2007-03-07,3.896,6.165,4.191,3.724,3.859,0.599,3.235,5.35,5.093,7.262,4.15,2.47,8.03,4.934,9.2032,7.35,4.489,5.0709
2007-03-08,3.872,6.21,4.184,3.724,3.87,0.595,3.23,5.35,5.082,7.438,4.16,2.47,7.98,4.912,9.2123,7.371,4.387,5.0967
2007-03-09,3.87,6.191,4.166,3.724,3.874,0.596,3.23,5.35,5.091,7.438,4.16,2.46,7.95,4.997,9.1533,7.381,4.367,5.0128
2007-03-12,3.873,6.233,4.168,3.724,3.878,0.598,3.23,5.35,5.091,7.314,4.25,2.46,7.92,4.921,9.0958,7.402,4.408,5.0686
2007-03-13,3.869,6.211,4.149,3.724,3.88,0.598,3.23,5.35,5.073,7.314,4.26,2.46,7.95,4.93,9.0998,7.402,4.367,5.1854
2007-03-14,3.885,6.233,4.157,3.724,3.874,0.599,3.23,5.35,5.051,7.314,4.28,2.47,7.95,4.982,9.1117,7.402,4.356,5.1902
2007-03-15,3.888,6.281,4.166,3.724,3.881,0.6,3.22,5.35,5.04,7.356,4.31,2.47,7.95,4.928,9.0578,7.402,4.387,5.1425
2007-03-16,3.897,6.301,4.126,3.724,3.885,0.602,3.22,5.35,5.029,7.356,4.2,2.47,7.95,4.939,9.0331,7.402,4.367,5.1776
2007-03-19,3.877,6.338,4.172,3.724,3.896,0.613,3.2,5.35,5.032,7.501,4.17,2.46,7.85,4.971,8.9941,7.402,4.183,5.174
2007-03-20,3.879,6.393,4.156,3.724,3.895,0.616,3.2,5.35,5.062,7.366,4.18,2.45,7.75,4.936,9.0425,7.381,4.183,5.091
2007-03-21,3.879,6.39,4.161,3.724,3.863,0.616,3.2,5.35,5.041,7.501,4.21,2.45,7.68,4.954,9.0038,7.319,4.183,5.1602
2007-03-22,3.863,6.404,4.165,3.724,3.865,0.609,3.2,5.35,5.051,7.511,4.24,2.45,7.65,4.93,9.0505,7.267,4.122,5.1448
2007-03-23,3.875,6.406,4.174,3.724,3.873,0.6,3.205,5.35,5.069,7.356,4.29,2.46,7.65,4.93,9.0299,7.267,4.162,5.0953
2007-03-26,3.896,6.433,4.16,3.724,3.881,0.565,3.21,5.35,5.069,7.356,4.3,2.46,7.65,4.945,9.0318,7.267,4.193,5.134
2007-03-27,3.894,6.424,4.165,3.724,3.884,0.571,3.23,5.35,5.062,7.521,4.34,2.46,7.7,4.945,9.0395,7.267,4.257,5.0754
2007-03-28,3.914,6.423,4.174,3.724,3.887,0.579,3.23,5.35,5.051,7.521,4.34,2.47,7.8,4.947,9.0282,7.267,4.091,5.1888
2007-03-29,3.899,6.435,4.174,3.724,3.918,0.577,3.225,5.35,5.04,7.511,4.33,2.47,7.8,4.945,8.989,7.205,3.999,5.1214
2007-03-30,3.908,6.414,4.175,3.724,3.923,0.576,3.225,5.35,5.038,7.511,4.33,2.47,7.8,5.006,9.004,7.278,4.012,5.1835
2007-04-02,3.948,6.46,4.171,3.725,3.935,0.576,3.225,5.351,5.039,7.346,4.271,2.47,7.73,5.009,9.0681,7.278,4.03,5.1537
2007-04-03,3.943,6.371,4.153,3.725,3.934,0.574,3.225,5.351,5.052,7.346,4.271,2.48,7.63,5.028,9.0892,7.278,4.101,5.1903
2007-04-04,3.942,6.363,4.169,3.725,3.895,0.578,3.225,5.351,5.041,7.501,4.28,2.48,7.63,5.031,9.1054,7.278,4.132,5.1307
2007-04-05,3.936,6.379,4.078,3.725,3.904,0.573,3.225,5.351,5.028,7.325,4.301,2.49,7.6,5.014,9.0559,7.278,4.101,5.185
2007-04-06,3.936,6.363,4.164,3.725,3.905,0.574,3.225,5.401,5.038,7.325,4.301,2.48,7.58,5.066,9.0559,7.278,4.101,5.2363
2007-04-09,3.935,6.466,4.156,3.725,3.903,0.574,3.225,5.401,5.031,7.48,4.301,2.48,7.58,5.071,9.0559,7.278,4.101,5.0943
2007-04-10,3.936,6.373,4.153,3.725,3.915,0.575,3.28,5.351,5.021,7.377,4.301,2.48,7.63,5.05,9.1663,7.278,4.101,5.1136
2007-04-11,3.936,6.399,4.157,3.725,3.923,0.58,3.29,5.351,5.02,7.501,4.321,2.48,7.6,5.048,9.1966,7.278,4.091,5.1241
2007-04-12,3.957,6.397,4.166,3.725,3.975,0.579,3.29,5.351,5.02,7.573,4.331,2.48,7.58,5.049,9.1997,7.278,4.101,5.1525
2007-04-13,3.957,6.407,4.151,3.725,3.978,0.577,3.29,5.351,5.008,7.408,4.331,2.47,7.62,5.057,9.1922,7.278,4.168,5.1183
2007-04-16,3.997,6.389,4.162,3.725,3.995,0.582,3.31,5.351,4.999,7.459,4.351,2.47,7.6,5.03,9.1619,7.278,4.152,5.1411
2007-04-17,4.015,6.404,4.153,3.725,3.982,0.58,3.325,5.351,5.0,7.459,4.371,2.47,7.65,5.039,9.3081,7.278,4.193,5.1338
2007-04-18,4.007,6.403,4.184,3.725,3.974,0.592,3.325,5.351,4.978,7.418,4.411,2.47,7.669,5.014,9.2985,7.278,4.147,5.1626
2007-04-19,4.007,6.418,4.154,3.725,3.97,0.59,3.325,5.351,4.978,7.48,4.401,2.49,7.67,5.024,9.3635,7.278,4.142,5.1643
2007-04-20,4.015,6.439,4.135,3.725,3.972,0.595,3.34,5.351,4.977,7.418,4.421,2.51,7.649,5.082,9.3539,7.278,4.155,5.1478
2007-04-23,3.999,6.424,4.18,3.725,3.973,0.597,3.34,5.351,4.978,7.47,4.421,2.52,7.58,5.047,9.3785,7.278,4.142,5.1438
2007-04-24,3.993,6.268,4.165,3.725,3.947,0.594,3.34,5.351,4.979,7.418,4.421,2.53,7.6,5.04,9.3689,7.289,4.173,5.1547
2007-04-25,3.983,6.296,4.141,3.725,3.951,0.6,3.345,5.351,4.958,7.542,4.44,2.541,7.6,5.044,9.3702,7.257,4.106,5.1656
2007-04-26,3.998,6.286,4.15,3.725,3.951,0.597,3.34,5.351,4.937,7.532,4.311,2.541,7.62,5.069,9.3965,7.237,4.111,5.1489
2007-04-27,3.996,6.289,4.119,3.725,3.961,0.608,3.355,5.351,4.925,7.49,4.311,2.571,7.649,5.149,9.3868,7.237,4.091,5.1413
2007-04-30,3.991,6.241,4.137,3.724,3.969,0.608,3.36,5.35,4.857,7.532,4.34,2.57,7.65,5.147,9.3924,7.537,4.091,5.1558
2007-05-01,3.987,6.255,4.139,3.724,3.961,0.591,3.36,5.35,4.896,7.532,4.34,2.57,7.65,5.147,9.373,7.537,4.101,5.1876
2007-05-02,3.99,6.257,4.146,3.724,3.974,0.584,3.36,5.35,4.885,7.48,4.34,2.57,7.65,5.076,9.4935,7.537,4.111,5.1782
2007-05-03,3.99,6.269,4.15,4.336,3.967,0.585,3.36,5.35,4.885,7.552,4.34,2.58,7.65,5.037,9.3839,7.537,4.101,5.2083
2007-05-04,3.967,6.235,4.131,4.336,3.974,0.592,3.3,5.35,4.884,7.501,4.38,2.58,7.6,5.073,9.3741,7.547,4.009,5.2291
2007-05-07,3.965,6.259,4.148,4.336,3.976,0.58,3.28,5.4,4.868,7.49,4.35,2.59,7.53,5.07,9.4077,7.547,4.152,5.2827
2007-05-08,3.965,6.279,4.157,4.336,3.98,0.579,3.34,5.35,4.896,7.521,4.35,2.59,7.6,5.079,9.4329,7.547,4.152,5.3136
2007-05-09,3.974,6.29,4.161,4.336,3.98,0.591,3.35,5.35,4.864,7.532,4.35,2.6,7.55,5.067,9.4538,7.547,4.162,5.335
2007-05-10,4.016,6.331,4.158,4.336,3.993,0.583,3.34,5.35,4.843,7.521,4.36,2.66,7.62,5.087,9.3227,7.547,4.009,5.4144
2007-05-11,4.019,6.313,4.127,4.336,4.016,0.581,3.33,5.6,4.842,7.511,4.36,2.67,7.65,5.166,9.3039,7.547,4.224,5.3203
2007-05-14,4.021,6.35,4.134,4.336,4.017,0.58,3.335,5.6,4.82,7.542,4.33,2.67,7.6,5.069,9.3563,7.547,4.234,5.2979
2007-05-15,4.021,6.336,4.126,4.346,4.014,0.581,3.33,5.6,4.834,7.563,4.37,2.67,7.6,5.073,9.3667,7.547,4.168,5.3879
2007-05-16,4.022,6.3,4.093,4.346,4.019,0.579,3.335,5.6,4.74,7.573,4.4,2.67,7.65,5.091,9.3727,7.547,4.341,5.2633
2007-05-17,4.033,6.324,4.127,4.346,4.016,0.579,3.335,5.6,4.791,7.542,4.4,2.67,7.68,5.086,9.3231,7.547,4.31,5.2948
2007-05-18,4.014,6.323,4.085,4.346,4.017,0.569,3.335,5.6,4.812,7.532,4.4,2.67,7.65,5.161,9.2771,7.537,4.244,5.4347
2007-05-21,3.994,6.309,4.141,4.346,4.019,0.573,3.34,5.6,4.847,7.552,4.43,2.67,7.65,5.076,9.2361,7.537,4.183,5.4951
2007-05-22,4.008,6.326,4.169,4.346,4.025,0.574,3.34,5.6,4.906,7.563,4.43,2.69,7.65,5.063,9.2921,7.589,4.356,5.4552
2007-05-23,4.02,6.315,4.182,4.346,4.031,0.583,3.34,5.6,4.895,7.532,4.43,2.69,7.65,5.061,9.291,7.589,4.387,5.3482
2007-05-24,4.063,6.294,4.178,4.346,4.037,0.579,3.34,5.6,4.895,7.532,4.42,2.69,7.58,5.064,9.328,7.589,4.316,5.3906
2007-05-25,4.066,6.29,4.104,4.346,4.05,0.577,3.34,5.6,4.873,7.532,4.48,2.72,7.65,5.111,9.341,7.589,4.234,5.4333
2007-05-28,4.066,6.335,4.188,4.346,4.056,0.575,3.34,5.65,4.876,7.542,4.48,2.73,7.65,5.038,9.2753,7.589,4.234,5.3907
2007-05-29,4.071,6.358,4.272,4.346,4.061,0.579,3.34,5.6,4.817,7.573,4.51,2.73,7.55,5.051,9.2741,7.589,4.367,5.5456
2007-05-30,4.071,6.32,4.285,4.469,4.062,0.584,3.335,5.6,4.846,7.573,4.51,2.73,7.55,5.026,9.1766,7.537,4.428,5.4875
2007-05-31,4.062,6.347,4.261,4.469,4.056,0.59,3.33,5.6,4.742,7.604,4.54,2.74,7.55,5.054,9.166,7.537,4.382,5.4699
2007-06-01,4.054,6.346,4.224,4.469,4.074,0.591,3.395,5.6,4.794,7.604,4.54,2.75,7.55,5.068,9.2335,7.558,4.377,5.5958
2007-06-04,4.048,6.34,4.279,4.469,4.081,0.596,3.395,5.6,4.779,7.635,4.54,2.75,7.55,5.032,9.0995,7.558,4.377,5.4916
2007-06-05,4.073,6.376,4.281,4.469,4.073,0.597,3.395,5.6,4.836,7.625,4.5,2.76,7.55,5.04,9.1631,7.558,4.408,5.6086
2007-06-06,4.126,6.432,4.287,4.469,4.069,0.608,3.395,5.6,4.794,7.781,4.5,2.77,7.57,5.042,9.1621,7.558,4.408,5.7266
2007-06-07,4.138,6.541,4.286,4.52,4.073,0.61,3.395,5.6,4.804,7.781,4.55,2.78,7.62,5.02,9.215,7.537,4.438,5.8141
2007-06-08,4.21,6.544,4.234,4.52,4.084,0.611,3.395,5.6,4.773,7.801,4.56,2.81,7.69,5.12,9.2224,7.516,4.438,5.6603
2007-06-11,4.204,6.536,4.299,4.51,4.103,0.614,3.395,5.6,4.738,7.791,4.56,2.81,7.68,5.046,9.1484,7.516,4.408,5.6918
2007-06-12,4.222,6.561,4.322,4.51,4.105,0.613,3.395,5.6,4.743,7.833,4.59,2.81,7.65,5.055,9.1484,7.516,4.418,5.6741
2007-06-13,4.247,6.552,4.353,4.51,4.093,0.651,3.395,5.6,4.648,7.801,4.59,2.82,7.67,5.054,9.2031,7.516,4.408,5.7095
2007-06-14,4.254,6.495,4.322,4.53,4.094,0.652,3.39,5.6,4.638,7.833,4.6,2.83,7.65,5.069,9.2051,7.516,4.387,5.9273
2007-06-15,4.24,6.511,4.324,4.53,4.096,0.643,3.39,5.6,4.557,7.833,4.6,2.83,7.65,5.086,9.1599,7.495,4.464,5.6954
2007-06-18,4.254,6.48,4.351,4.53,4.1,0.648,3.38,5.6,4.548,7.905,4.63,2.84,7.65,5.071,9.1558,7.495,4.387,5.7062
2007-06-19,4.346,6.473,4.353,4.53,4.101,0.645,3.38,5.6,4.691,7.895,4.49,2.84,7.67,5.044,9.1587,7.475,4.561,5.6883
2007-06-20,4.41,6.5,4.352,4.53,4.113,0.651,3.43,5.6,4.732,7.895,4.49,2.85,7.65,5.043,9.1833,7.475,4.346,5.6919
2007-06-21,4.397,6.484,4.351,4.53,4.106,0.649,3.44,5.6,4.701,7.895,4.51,2.87,7.65,5.039,9.2351,7.475,4.408,5.6629
2007-06-22,4.395,6.49,4.315,4.53,4.109,0.647,3.45,5.6,4.722,7.895,4.45,2.87,7.65,5.068,9.2772,7.475,4.356,5.6446
2007-06-25,4.374,6.474,4.351,4.53,4.116,0.653,3.45,5.6,4.79,7.853,4.48,2.87,7.65,5.056,9.3339,7.475,4.372,5.5014
2007-06-26,4.374,6.464,4.396,4.53,4.117,0.652,3.45,5.6,4.826,7.833,4.48,,7.53,5.052,9.3806,7.475,4.448,5.7804
2007-06-27,4.43,6.485,4.384,4.53,4.118,0.656,3.445,5.6,4.784,7.843,4.55,2.87,7.5,5.059,9.4568,7.475,4.346,5.7955
2007-06-28,4.421,6.526,4.421,4.53,4.116,0.659,3.45,5.6,4.773,7.895,4.56,2.88,7.5,5.054,9.4256,7.475,4.428,5.5995
2007-06-29,4.419,6.505,4.324,4.53,4.12,0.649,3.45,5.6,4.814,7.895,4.56,2.9,7.35,5.094,9.4529,7.475,4.418,5.7254
2007-07-02,4.422,6.485,4.421,4.53,4.123,0.654,3.455,5.82,4.879,7.978,4.57,2.91,7.35,5.034,9.4103,7.475,4.418,1.6551
2007-07-03,4.486,6.46,4.413,4.53,4.124,0.654,3.495,5.82,4.961,8.02,4.58,2.9,7.4,5.046,9.5335,7.475,4.418,5.8722
2007-07-04,4.485,6.48,4.413,4.53,4.127,0.667,3.5,5.82,4.961,7.843,4.58,2.9,7.43,5.039,9.5505,7.475,4.418,5.8218
2007-07-05,4.492,6.48,4.428,4.53,4.13,0.665,3.51,5.82,4.95,8.03,4.56,2.9,7.42,5.041,9.5437,7.475,4.397,5.9245
2007-07-06,4.503,6.495,4.378,4.53,4.13,0.672,3.505,5.82,4.949,8.03,4.55,2.9,7.42,5.057,9.5627,7.475,4.438,5.6547
2007-07-09,4.513,6.502,4.451,4.53,4.142,0.676,3.505,5.82,4.931,8.02,4.58,2.9,7.45,5.046,9.5859,7.475,4.448,5.7096
2007-07-10,4.507,6.433,4.443,4.53,4.14,0.676,3.505,5.82,4.951,8.009,4.58,2.9,7.45,5.045,9.622,7.475,4.459,5.8131
2007-07-11,4.5,6.484,4.452,4.53,4.129,0.691,3.49,5.82,4.95,7.988,4.6,2.9,7.45,5.069,9.6023,7.475,4.469,5.9287
2007-07-12,4.471,6.465,4.505,4.53,4.135,0.68,3.49,5.82,4.96,8.04,4.61,2.91,7.45,5.108,9.531,7.475,4.5,5.9331
2007-07-13,4.471,6.457,4.474,4.53,4.143,0.691,3.49,5.82,4.97,8.051,4.58,2.91,7.45,5.123,9.4933,7.475,4.597,5.9713
